balls,0,1,2
0,0.003385223365048504,-0.004684945407848472,-0.11316726517943519
1,0.019128563166262224,0.015905240836031006,-0.09589086453045778
2,0.06180778419603237,0.03062022727356532,-0.0824162240599215
3,-0.05628616147265758,-0.013685255156002277,-0.062378417529223254
